category	ID	term	count	gene	logFC	adj_pval	zscore
GOBP	GOBP_REGULATION_OF_CALCIUM_ION_TRANSPORT	GOBP_REGULATION_OF_CALCIUM_ION_TRANSPORT	220	ENSRNOG00000004900/ENSRNOG00000008170/ENSRNOG00000001383/ENSRNOG00000012098/ENSRNOG00000007949/ENSRNOG00000018895/ENSRNOG00000016592/ENSRNOG00000032951/ENSRNOG00000014294/ENSRNOG00000003967/ENSRNOG00000006136/ENSRNOG00000056836/ENSRNOG00000028746/ENSRNOG00000006110/ENSRNOG00000021259/ENSRNOG00000022256/ENSRNOG00000055917/ENSRNOG00000058422/ENSRNOG00000013014/ENSRNOG00000011205/ENSRNOG00000061450/ENSRNOG00000011073/ENSRNOG00000010645/ENSRNOG00000002215/ENSRNOG00000007744/ENSRNOG00000017927/ENSRNOG00000068093/ENSRNOG00000006604/ENSRNOG00000024349/ENSRNOG00000015603/ENSRNOG00000015075/ENSRNOG00000054954/ENSRNOG00000005046/ENSRNOG00000027808/ENSRNOG00000012329/ENSRNOG00000004060/ENSRNOG00000006375/ENSRNOG00000011589/ENSRNOG00000053449/ENSRNOG00000006090/ENSRNOG00000018784/ENSRNOG00000063051/ENSRNOG00000054274/ENSRNOG00000062887/ENSRNOG00000018461/ENSRNOG00000054172/ENSRNOG00000016770/ENSRNOG00000003245/ENSRNOG00000001302/ENSRNOG00000026548/ENSRNOG00000017078/ENSRNOG00000011912/ENSRNOG00000010906/ENSRNOG00000019430/ENSRNOG00000012609/ENSRNOG00000022298/ENSRNOG00000005108/ENSRNOG00000018712/ENSRNOG00000016326/ENSRNOG00000052080/ENSRNOG00000006979/ENSRNOG00000020425/ENSRNOG00000020719/ENSRNOG00000008176/ENSRNOG00000055579/ENSRNOG00000027839/ENSRNOG00000001336/ENSRNOG00000057569/ENSRNOG00000051986/ENSRNOG00000006324/ENSRNOG00000062101/ENSRNOG00000046683/ENSRNOG00000007290/ENSRNOG00000008050/ENSRNOG00000008822/ENSRNOG00000047545/ENSRNOG00000004749	-1.497233635	0.023180013	0
GOBP	GOBP_RENAL_VESICLE_DEVELOPMENT	GOBP_RENAL_VESICLE_DEVELOPMENT	16	ENSRNOG00000008332/ENSRNOG00000007002/ENSRNOG00000013166/ENSRNOG00000003807/ENSRNOG00000054172/ENSRNOG00000018841/ENSRNOG00000004210/ENSRNOG00000068029	-1.905966609	0.023219727	0
GOBP	GOBP_REGULATION_OF_METAL_ION_TRANSPORT	GOBP_REGULATION_OF_METAL_ION_TRANSPORT	349	ENSRNOG00000004900/ENSRNOG00000008170/ENSRNOG00000001383/ENSRNOG00000053285/ENSRNOG00000012098/ENSRNOG00000007949/ENSRNOG00000018895/ENSRNOG00000016592/ENSRNOG00000032951/ENSRNOG00000014294/ENSRNOG00000003967/ENSRNOG00000006136/ENSRNOG00000056836/ENSRNOG00000028746/ENSRNOG00000006110/ENSRNOG00000021259/ENSRNOG00000022256/ENSRNOG00000019176/ENSRNOG00000055917/ENSRNOG00000058422/ENSRNOG00000013014/ENSRNOG00000011205/ENSRNOG00000061450/ENSRNOG00000013681/ENSRNOG00000026455/ENSRNOG00000064933/ENSRNOG00000011073/ENSRNOG00000010645/ENSRNOG00000003442/ENSRNOG00000002215/ENSRNOG00000031834/ENSRNOG00000007744/ENSRNOG00000017927/ENSRNOG00000068093/ENSRNOG00000063505/ENSRNOG00000006604/ENSRNOG00000024349/ENSRNOG00000015603/ENSRNOG00000015075/ENSRNOG00000028629/ENSRNOG00000054954/ENSRNOG00000005046/ENSRNOG00000027808/ENSRNOG00000008480/ENSRNOG00000012329/ENSRNOG00000004060/ENSRNOG00000007477/ENSRNOG00000006375/ENSRNOG00000011589/ENSRNOG00000019147/ENSRNOG00000053449/ENSRNOG00000006090/ENSRNOG00000018784/ENSRNOG00000014152/ENSRNOG00000063051/ENSRNOG00000054274/ENSRNOG00000062887/ENSRNOG00000018461/ENSRNOG00000054172/ENSRNOG00000016770/ENSRNOG00000003245/ENSRNOG00000001302/ENSRNOG00000021102/ENSRNOG00000026548/ENSRNOG00000017078/ENSRNOG00000003232/ENSRNOG00000011550/ENSRNOG00000011912/ENSRNOG00000010906/ENSRNOG00000001189/ENSRNOG00000045665/ENSRNOG00000019430/ENSRNOG00000017801/ENSRNOG00000071002/ENSRNOG00000012609/ENSRNOG00000022298/ENSRNOG00000005108/ENSRNOG00000018712/ENSRNOG00000016326/ENSRNOG00000066111/ENSRNOG00000052080/ENSRNOG00000006979/ENSRNOG00000020425/ENSRNOG00000020719/ENSRNOG00000009872/ENSRNOG00000006280/ENSRNOG00000018018/ENSRNOG00000008176/ENSRNOG00000055579/ENSRNOG00000027839/ENSRNOG00000001336/ENSRNOG00000057569/ENSRNOG00000013578/ENSRNOG00000051986/ENSRNOG00000007650/ENSRNOG00000013257/ENSRNOG00000006324/ENSRNOG00000062101/ENSRNOG00000004210/ENSRNOG00000005465/ENSRNOG00000030019/ENSRNOG00000046683/ENSRNOG00000007290/ENSRNOG00000008050/ENSRNOG00000008822/ENSRNOG00000047545/ENSRNOG00000018808/ENSRNOG00000004749/ENSRNOG00000019719	-1.421006695	0.023219727	0
GOBP	GOBP_POSITIVE_REGULATION_OF_LIPID_TRANSPORT	GOBP_POSITIVE_REGULATION_OF_LIPID_TRANSPORT	73	ENSRNOG00000068001/ENSRNOG00000006589/ENSRNOG00000004786/ENSRNOG00000046889/ENSRNOG00000004649/ENSRNOG00000028930/ENSRNOG00000002657/ENSRNOG00000013717/ENSRNOG00000011413/ENSRNOG00000025053/ENSRNOG00000012703/ENSRNOG00000001160/ENSRNOG00000018454/ENSRNOG00000025121/ENSRNOG00000016346/ENSRNOG00000013578/ENSRNOG00000010362/ENSRNOG00000021891/ENSRNOG00000015477/ENSRNOG00000043451/ENSRNOG00000007390	-1.708782554	0.023377535	0
GOBP	GOBP_POSITIVE_REGULATION_OF_LIPID_LOCALIZATION	GOBP_POSITIVE_REGULATION_OF_LIPID_LOCALIZATION	94	ENSRNOG00000068001/ENSRNOG00000006589/ENSRNOG00000004786/ENSRNOG00000046889/ENSRNOG00000004649/ENSRNOG00000028930/ENSRNOG00000002657/ENSRNOG00000013717/ENSRNOG00000011413/ENSRNOG00000070930/ENSRNOG00000025053/ENSRNOG00000012703/ENSRNOG00000001160/ENSRNOG00000018454/ENSRNOG00000025121/ENSRNOG00000016346/ENSRNOG00000005906/ENSRNOG00000013578/ENSRNOG00000010362/ENSRNOG00000048462/ENSRNOG00000021891/ENSRNOG00000015477/ENSRNOG00000043451/ENSRNOG00000007390	-1.652082369	0.023377535	0
GOBP	GOBP_RESPIRATORY_BURST	GOBP_RESPIRATORY_BURST	33	ENSRNOG00000009385/ENSRNOG00000028016/ENSRNOG00000000321/ENSRNOG00000021031/ENSRNOG00000001480/ENSRNOG00000013014/ENSRNOG00000001068/ENSRNOG00000015403/ENSRNOG00000050585/ENSRNOG00000037897/ENSRNOG00000003520/ENSRNOG00000008736/ENSRNOG00000014956/ENSRNOG00000013578/ENSRNOG00000014532/ENSRNOG00000003622/ENSRNOG00000007350/ENSRNOG00000054251	-1.91506571	0.023464911	0
GOBP	GOBP_ORGANIC_ACID_TRANSPORT	GOBP_ORGANIC_ACID_TRANSPORT	281	ENSRNOG00000020288/ENSRNOG00000017927/ENSRNOG00000000503/ENSRNOG00000001052/ENSRNOG00000013794/ENSRNOG00000021182/ENSRNOG00000014928/ENSRNOG00000028629/ENSRNOG00000020650/ENSRNOG00000006589/ENSRNOG00000004966/ENSRNOG00000014254/ENSRNOG00000003815/ENSRNOG00000004786/ENSRNOG00000007006/ENSRNOG00000028460/ENSRNOG00000004649/ENSRNOG00000027767/ENSRNOG00000012040/ENSRNOG00000015538/ENSRNOG00000028097/ENSRNOG00000047493/ENSRNOG00000011782/ENSRNOG00000016163/ENSRNOG00000050090/ENSRNOG00000002657/ENSRNOG00000012344/ENSRNOG00000003709/ENSRNOG00000001302/ENSRNOG00000012876/ENSRNOG00000001232/ENSRNOG00000005479/ENSRNOG00000003232/ENSRNOG00000031662/ENSRNOG00000007284/ENSRNOG00000007509/ENSRNOG00000005697/ENSRNOG00000005248/ENSRNOG00000001874/ENSRNOG00000014870/ENSRNOG00000013547/ENSRNOG00000017469/ENSRNOG00000002636/ENSRNOG00000047300/ENSRNOG00000014961/ENSRNOG00000007041/ENSRNOG00000016647/ENSRNOG00000018454/ENSRNOG00000017964/ENSRNOG00000030616/ENSRNOG00000025121/ENSRNOG00000016827/ENSRNOG00000045829/ENSRNOG00000018487/ENSRNOG00000000774/ENSRNOG00000015393/ENSRNOG00000057404/ENSRNOG00000068642/ENSRNOG00000005906/ENSRNOG00000014008/ENSRNOG00000017976/ENSRNOG00000015948/ENSRNOG00000006818/ENSRNOG00000062101/ENSRNOG00000001115/ENSRNOG00000021262/ENSRNOG00000007290/ENSRNOG00000002057/ENSRNOG00000017672/ENSRNOG00000019118/ENSRNOG00000018215/ENSRNOG00000013171/ENSRNOG00000006527	-1.434625523	0.023464911	0
GOBP	GOBP_PATHWAY_RESTRICTED_SMAD_PROTEIN_PHOSPHORYLATION	GOBP_PATHWAY_RESTRICTED_SMAD_PROTEIN_PHOSPHORYLATION	55	ENSRNOG00000002984/ENSRNOG00000070518/ENSRNOG00000013265/ENSRNOG00000000847/ENSRNOG00000009173/ENSRNOG00000028930/ENSRNOG00000013340/ENSRNOG00000007610/ENSRNOG00000013717/ENSRNOG00000009683/ENSRNOG00000008246/ENSRNOG00000060237/ENSRNOG00000025053/ENSRNOG00000050404/ENSRNOG00000010917/ENSRNOG00000002093/ENSRNOG00000053384/ENSRNOG00000020474	-1.706281001	0.02350007	0
GOBP	GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION	GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION	217	ENSRNOG00000018815/ENSRNOG00000006048/ENSRNOG00000042460/ENSRNOG00000016891/ENSRNOG00000015622/ENSRNOG00000014590/ENSRNOG00000006921/ENSRNOG00000038328/ENSRNOG00000007906/ENSRNOG00000020670/ENSRNOG00000012528/ENSRNOG00000003388/ENSRNOG00000012153/ENSRNOG00000011332/ENSRNOG00000020701/ENSRNOG00000006027/ENSRNOG00000014419/ENSRNOG00000003258/ENSRNOG00000033133/ENSRNOG00000008410/ENSRNOG00000037430/ENSRNOG00000033658/ENSRNOG00000002146/ENSRNOG00000007249/ENSRNOG00000004709/ENSRNOG00000006304/ENSRNOG00000016029/ENSRNOG00000015332/ENSRNOG00000005788/ENSRNOG00000018999/ENSRNOG00000012141/ENSRNOG00000032813/ENSRNOG00000000236/ENSRNOG00000000387/ENSRNOG00000004667/ENSRNOG00000032778/ENSRNOG00000008841/ENSRNOG00000002175/ENSRNOG00000018063/ENSRNOG00000013727/ENSRNOG00000007325/ENSRNOG00000021412/ENSRNOG00000008816/ENSRNOG00000001265/ENSRNOG00000069187/ENSRNOG00000046257/ENSRNOG00000008580/ENSRNOG00000025028/ENSRNOG00000015796/ENSRNOG00000058539/ENSRNOG00000004263/ENSRNOG00000008456/ENSRNOG00000012012/ENSRNOG00000006735/ENSRNOG00000012199/ENSRNOG00000001138/ENSRNOG00000032546/ENSRNOG00000023577/ENSRNOG00000028517/ENSRNOG00000010027/ENSRNOG00000058646/ENSRNOG00000023698/ENSRNOG00000000841/ENSRNOG00000003694/ENSRNOG00000021480/ENSRNOG00000030017/ENSRNOG00000018353/ENSRNOG00000002012/ENSRNOG00000017251/ENSRNOG00000011523/ENSRNOG00000005141/ENSRNOG00000003048/ENSRNOG00000000521/ENSRNOG00000009506/ENSRNOG00000006622/ENSRNOG00000024420/ENSRNOG00000018698/ENSRNOG00000009192/ENSRNOG00000024139/ENSRNOG00000004195/ENSRNOG00000010756/ENSRNOG00000050473/ENSRNOG00000070046/ENSRNOG00000037509/ENSRNOG00000005067/ENSRNOG00000009134/ENSRNOG00000061085/ENSRNOG00000026754/ENSRNOG00000060129/ENSRNOG00000054479	1.514347271	0.023718983	0
GOBP	GOBP_MATERNAL_PLACENTA_DEVELOPMENT	GOBP_MATERNAL_PLACENTA_DEVELOPMENT	26	ENSRNOG00000001053/ENSRNOG00000010958/ENSRNOG00000000503/ENSRNOG00000015075/ENSRNOG00000028629/ENSRNOG00000007002/ENSRNOG00000010308/ENSRNOG00000008414/ENSRNOG00000043451/ENSRNOG00000008855	-1.914521573	0.023888273	0
GOBP	GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	46	ENSRNOG00000019695/ENSRNOG00000014378/ENSRNOG00000004763/ENSRNOG00000008134/ENSRNOG00000013634/ENSRNOG00000019097/ENSRNOG00000010522/ENSRNOG00000015538/ENSRNOG00000027811/ENSRNOG00000019742/ENSRNOG00000020884/ENSRNOG00000018390/ENSRNOG00000000441/ENSRNOG00000032398/ENSRNOG00000025121/ENSRNOG00000013578/ENSRNOG00000010278/ENSRNOG00000028566/ENSRNOG00000054251/ENSRNOG00000019675	-1.781912822	0.02400999	0
GOBP	GOBP_BONE_RESORPTION	GOBP_BONE_RESORPTION	54	ENSRNOG00000021145/ENSRNOG00000049517/ENSRNOG00000019374/ENSRNOG00000008336/ENSRNOG00000012730/ENSRNOG00000054172/ENSRNOG00000011751/ENSRNOG00000000700/ENSRNOG00000011582/ENSRNOG00000009495/ENSRNOG00000021155/ENSRNOG00000027839/ENSRNOG00000017020/ENSRNOG00000010278/ENSRNOG00000018414/ENSRNOG00000009565/ENSRNOG00000043451	-1.736950384	0.024023637	0
GOBP	GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_BETA_PRODUCTION	GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_1_BETA_PRODUCTION	21	ENSRNOG00000037331/ENSRNOG00000018509/ENSRNOG00000004517/ENSRNOG00000019308/ENSRNOG00000046261/ENSRNOG00000009131/ENSRNOG00000016581/ENSRNOG00000008134/ENSRNOG00000003170/ENSRNOG00000049517/ENSRNOG00000027811/ENSRNOG00000061270/ENSRNOG00000022455/ENSRNOG00000016326/ENSRNOG00000058186/ENSRNOG00000013578	-1.987347529	0.024144161	0
GOBP	GOBP_CHROMOSOME_ORGANIZATION_INVOLVED_IN_MEIOTIC_CELL_CYCLE	GOBP_CHROMOSOME_ORGANIZATION_INVOLVED_IN_MEIOTIC_CELL_CYCLE	65	ENSRNOG00000013807/ENSRNOG00000007291/ENSRNOG00000027035/ENSRNOG00000059348/ENSRNOG00000007906/ENSRNOG00000055097/ENSRNOG00000025596/ENSRNOG00000012051/ENSRNOG00000037307/ENSRNOG00000025378/ENSRNOG00000022325/ENSRNOG00000016835/ENSRNOG00000032778/ENSRNOG00000006699/ENSRNOG00000010620/ENSRNOG00000026596/ENSRNOG00000003149/ENSRNOG00000033065/ENSRNOG00000023794/ENSRNOG00000021493/ENSRNOG00000031097/ENSRNOG00000025672/ENSRNOG00000010274/ENSRNOG00000006661/ENSRNOG00000052199/ENSRNOG00000014711/ENSRNOG00000061690/ENSRNOG00000008932/ENSRNOG00000009506/ENSRNOG00000059010/ENSRNOG00000048919/ENSRNOG00000026056/ENSRNOG00000036683	1.663891864	0.024700773	0
GOBP	GOBP_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY	GOBP_IMMUNE_RESPONSE_REGULATING_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY	206	ENSRNOG00000050430/ENSRNOG00000014294/ENSRNOG00000024382/ENSRNOG00000046452/ENSRNOG00000020845/ENSRNOG00000006695/ENSRNOG00000010665/ENSRNOG00000021259/ENSRNOG00000009535/ENSRNOG00000059140/ENSRNOG00000009131/ENSRNOG00000009705/ENSRNOG00000058422/ENSRNOG00000052407/ENSRNOG00000010645/ENSRNOG00000006860/ENSRNOG00000000097/ENSRNOG00000016611/ENSRNOG00000000851/ENSRNOG00000019614/ENSRNOG00000057058/ENSRNOG00000034164/ENSRNOG00000033134/ENSRNOG00000015019/ENSRNOG00000006604/ENSRNOG00000034025/ENSRNOG00000005917/ENSRNOG00000015603/ENSRNOG00000054954/ENSRNOG00000014287/ENSRNOG00000019374/ENSRNOG00000017418/ENSRNOG00000000704/ENSRNOG00000001908/ENSRNOG00000000655/ENSRNOG00000046794/ENSRNOG00000010798/ENSRNOG00000032247/ENSRNOG00000017737/ENSRNOG00000017699/ENSRNOG00000036798/ENSRNOG00000054274/ENSRNOG00000010691/ENSRNOG00000027811/ENSRNOG00000017514/ENSRNOG00000003298/ENSRNOG00000002227/ENSRNOG00000038877/ENSRNOG00000001425/ENSRNOG00000009495/ENSRNOG00000023109/ENSRNOG00000010057/ENSRNOG00000061739/ENSRNOG00000008048/ENSRNOG00000016346/ENSRNOG00000012965/ENSRNOG00000051986/ENSRNOG00000060246/ENSRNOG00000033215/ENSRNOG00000003486/ENSRNOG00000022975/ENSRNOG00000010283/ENSRNOG00000017020/ENSRNOG00000011054/ENSRNOG00000003705/ENSRNOG00000046683/ENSRNOG00000036829/ENSRNOG00000032708/ENSRNOG00000031163/ENSRNOG00000021199/ENSRNOG00000054251	-1.502998511	0.024700773	0
GOBP	GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_TO_MESENCHYMAL_TRANSITION	45	ENSRNOG00000007443/ENSRNOG00000013265/ENSRNOG00000014199/ENSRNOG00000016617/ENSRNOG00000004649/ENSRNOG00000028930/ENSRNOG00000054172/ENSRNOG00000009615/ENSRNOG00000021569/ENSRNOG00000009683/ENSRNOG00000014961/ENSRNOG00000023778/ENSRNOG00000017560/ENSRNOG00000008620/ENSRNOG00000004390/ENSRNOG00000053384/ENSRNOG00000010278/ENSRNOG00000070919	-1.783157598	0.024763652	0
GOBP	GOBP_RESPONSE_TO_VITAMIN_D	GOBP_RESPONSE_TO_VITAMIN_D	28	ENSRNOG00000022256/ENSRNOG00000009446/ENSRNOG00000011683/ENSRNOG00000015075/ENSRNOG00000016421/ENSRNOG00000000529/ENSRNOG00000053384/ENSRNOG00000010643/ENSRNOG00000001092/ENSRNOG00000027489/ENSRNOG00000017783/ENSRNOG00000043451	-1.8433214	0.025299108	0
GOBP	GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	GOBP_REGULATION_OF_DNA_TEMPLATED_TRANSCRIPTION_ELONGATION	53	ENSRNOG00000006048/ENSRNOG00000017113/ENSRNOG00000047761/ENSRNOG00000018849/ENSRNOG00000006985/ENSRNOG00000007472/ENSRNOG00000003258/ENSRNOG00000013620/ENSRNOG00000015332/ENSRNOG00000019824/ENSRNOG00000006000/ENSRNOG00000010116/ENSRNOG00000014670/ENSRNOG00000027761/ENSRNOG00000027089/ENSRNOG00000033790/ENSRNOG00000006770/ENSRNOG00000036687/ENSRNOG00000008456/ENSRNOG00000015474/ENSRNOG00000000841	1.765230793	0.025299108	0
GOBP	GOBP_CELLULAR_RESPONSE_TO_OXIDISED_LOW_DENSITY_LIPOPROTEIN_PARTICLE_STIMULUS	GOBP_CELLULAR_RESPONSE_TO_OXIDISED_LOW_DENSITY_LIPOPROTEIN_PARTICLE_STIMULUS	10	ENSRNOG00000013634/ENSRNOG00000028629/ENSRNOG00000010522/ENSRNOG00000005906/ENSRNOG00000013578/ENSRNOG00000000257	-1.922292475	0.025519922	0
GOBP	GOBP_T_CELL_ACTIVATION_VIA_T_CELL_RECEPTOR_CONTACT_WITH_ANTIGEN_BOUND_TO_MHC_MOLECULE_ON_ANTIGEN_PRESENTING_CELL	GOBP_T_CELL_ACTIVATION_VIA_T_CELL_RECEPTOR_CONTACT_WITH_ANTIGEN_BOUND_TO_MHC_MOLECULE_ON_ANTIGEN_PRESENTING_CELL	10	ENSRNOG00000058422/ENSRNOG00000010645/ENSRNOG00000054954/ENSRNOG00000020679/ENSRNOG00000017980/ENSRNOG00000031443/ENSRNOG00000049491/ENSRNOG00000012881	-1.914555546	0.025519922	0
GOBP	GOBP_SKELETAL_MUSCLE_TISSUE_REGENERATION	GOBP_SKELETAL_MUSCLE_TISSUE_REGENERATION	30	ENSRNOG00000015655/ENSRNOG00000000503/ENSRNOG00000008785/ENSRNOG00000013265/ENSRNOG00000011857/ENSRNOG00000024689/ENSRNOG00000003998/ENSRNOG00000013742/ENSRNOG00000019400/ENSRNOG00000048782/ENSRNOG00000017469/ENSRNOG00000016119/ENSRNOG00000048812/ENSRNOG00000040122	-1.79601581	0.025519922	0
GOBP	GOBP_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	GOBP_REGULATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY	226	ENSRNOG00000012420/ENSRNOG00000013324/ENSRNOG00000071010/ENSRNOG00000030034/ENSRNOG00000001752/ENSRNOG00000006136/ENSRNOG00000000184/ENSRNOG00000056836/ENSRNOG00000024239/ENSRNOG00000028713/ENSRNOG00000033090/ENSRNOG00000006934/ENSRNOG00000002828/ENSRNOG00000003864/ENSRNOG00000016343/ENSRNOG00000058359/ENSRNOG00000008885/ENSRNOG00000024027/ENSRNOG00000014658/ENSRNOG00000015410/ENSRNOG00000006967/ENSRNOG00000002984/ENSRNOG00000070518/ENSRNOG00000013265/ENSRNOG00000000500/ENSRNOG00000014287/ENSRNOG00000002746/ENSRNOG00000014199/ENSRNOG00000000847/ENSRNOG00000009173/ENSRNOG00000018668/ENSRNOG00000011007/ENSRNOG00000028930/ENSRNOG00000021118/ENSRNOG00000013340/ENSRNOG00000007610/ENSRNOG00000014426/ENSRNOG00000013717/ENSRNOG00000019509/ENSRNOG00000009683/ENSRNOG00000045913/ENSRNOG00000008246/ENSRNOG00000060237/ENSRNOG00000025053/ENSRNOG00000050404/ENSRNOG00000049402/ENSRNOG00000020533/ENSRNOG00000010917/ENSRNOG00000045829/ENSRNOG00000008620/ENSRNOG00000059500/ENSRNOG00000002093/ENSRNOG00000053384/ENSRNOG00000011631/ENSRNOG00000004141/ENSRNOG00000043332/ENSRNOG00000020474/ENSRNOG00000021200/ENSRNOG00000008822/ENSRNOG00000017783/ENSRNOG00000014350/ENSRNOG00000049918/ENSRNOG00000011823/ENSRNOG00000002097/ENSRNOG00000025371/ENSRNOG00000022921	-1.495049673	0.025519922	0
GOBP	GOBP_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	GOBP_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	155	ENSRNOG00000009131/ENSRNOG00000000838/ENSRNOG00000010474/ENSRNOG00000055917/ENSRNOG00000058422/ENSRNOG00000028504/ENSRNOG00000047035/ENSRNOG00000052407/ENSRNOG00000018582/ENSRNOG00000000097/ENSRNOG00000015480/ENSRNOG00000006238/ENSRNOG00000014504/ENSRNOG00000009468/ENSRNOG00000034164/ENSRNOG00000033134/ENSRNOG00000054954/ENSRNOG00000003170/ENSRNOG00000049517/ENSRNOG00000004649/ENSRNOG00000014835/ENSRNOG00000000655/ENSRNOG00000002657/ENSRNOG00000015027/ENSRNOG00000027811/ENSRNOG00000013963/ENSRNOG00000014956/ENSRNOG00000015382/ENSRNOG00000014171/ENSRNOG00000017469/ENSRNOG00000004409/ENSRNOG00000015668/ENSRNOG00000010057/ENSRNOG00000031443/ENSRNOG00000020714/ENSRNOG00000030930/ENSRNOG00000001333/ENSRNOG00000016451/ENSRNOG00000013578/ENSRNOG00000060246/ENSRNOG00000020465/ENSRNOG00000033215/ENSRNOG00000010283/ENSRNOG00000010278/ENSRNOG00000036829/ENSRNOG00000014464/ENSRNOG00000031163/ENSRNOG00000054251/ENSRNOG00000019675	-1.534304213	0.026047223	0
GOBP	GOBP_ADHESION_OF_SYMBIONT_TO_HOST	GOBP_ADHESION_OF_SYMBIONT_TO_HOST	10	ENSRNOG00000020679/ENSRNOG00000060237/ENSRNOG00000018233/ENSRNOG00000006403	-1.911947485	0.026335437	0
GOBP	GOBP_RESPONSE_TO_INTERFERON_BETA	GOBP_RESPONSE_TO_INTERFERON_BETA	26	ENSRNOG00000042137/ENSRNOG00000020602/ENSRNOG00000022448/ENSRNOG00000022540/ENSRNOG00000060530/ENSRNOG00000015078/ENSRNOG00000008048/ENSRNOG00000014936/ENSRNOG00000003486/ENSRNOG00000017147	-1.898922824	0.02636469	0
GOBP	GOBP_CELL_DIFFERENTIATION_INVOLVED_IN_METANEPHROS_DEVELOPMENT	GOBP_CELL_DIFFERENTIATION_INVOLVED_IN_METANEPHROS_DEVELOPMENT	20	ENSRNOG00000008332/ENSRNOG00000005933/ENSRNOG00000007002/ENSRNOG00000016617/ENSRNOG00000013166/ENSRNOG00000003807/ENSRNOG00000054172/ENSRNOG00000047768/ENSRNOG00000004210/ENSRNOG00000068029	-1.954164576	0.02641354	0
GOBP	GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_CYTOKINE_PRODUCTION	GOBP_POSITIVE_REGULATION_OF_MACROPHAGE_CYTOKINE_PRODUCTION	13	ENSRNOG00000058422/ENSRNOG00000007687/ENSRNOG00000054954/ENSRNOG00000010522/ENSRNOG00000005906/ENSRNOG00000051986/ENSRNOG00000011054/ENSRNOG00000018735	-1.92340796	0.027244401	0
GOBP	GOBP_MACROPHAGE_MIGRATION	GOBP_MACROPHAGE_MIGRATION	43	ENSRNOG00000018509/ENSRNOG00000012752/ENSRNOG00000017602/ENSRNOG00000010997/ENSRNOG00000001849/ENSRNOG00000010947/ENSRNOG00000053232/ENSRNOG00000011205/ENSRNOG00000010645/ENSRNOG00000006589/ENSRNOG00000000704/ENSRNOG00000008736/ENSRNOG00000068887/ENSRNOG00000010906/ENSRNOG00000008246/ENSRNOG00000016326/ENSRNOG00000045829/ENSRNOG00000001195/ENSRNOG00000027839/ENSRNOG00000017560/ENSRNOG00000013578/ENSRNOG00000018414/ENSRNOG00000024705	-1.816918788	0.027244401	0
