category	ID	term	count	gene	logFC	adj_pval	zscore
GOBP	GOBP_RESPONSE_TO_OXYGEN_LEVELS	GOBP_RESPONSE_TO_OXYGEN_LEVELS	284	ENSRNOG00000000503/ENSRNOG00000008444/ENSRNOG00000014117/ENSRNOG00000017854/ENSRNOG00000012999/ENSRNOG00000015603/ENSRNOG00000015075/ENSRNOG00000028629/ENSRNOG00000013265/ENSRNOG00000045738/ENSRNOG00000012791/ENSRNOG00000046007/ENSRNOG00000063197/ENSRNOG00000001804/ENSRNOG00000009896/ENSRNOG00000015385/ENSRNOG00000014333/ENSRNOG00000051816/ENSRNOG00000007486/ENSRNOG00000020590/ENSRNOG00000018461/ENSRNOG00000009615/ENSRNOG00000017895/ENSRNOG00000033280/ENSRNOG00000004837/ENSRNOG00000013766/ENSRNOG00000011923/ENSRNOG00000020853/ENSRNOG00000000167/ENSRNOG00000006116/ENSRNOG00000017801/ENSRNOG00000014234/ENSRNOG00000016696/ENSRNOG00000036689/ENSRNOG00000010516/ENSRNOG00000017084/ENSRNOG00000007284/ENSRNOG00000070930/ENSRNOG00000009495/ENSRNOG00000058249/ENSRNOG00000002636/ENSRNOG00000014961/ENSRNOG00000027030/ENSRNOG00000005614/ENSRNOG00000019500/ENSRNOG00000018958/ENSRNOG00000055579/ENSRNOG00000045829/ENSRNOG00000017198/ENSRNOG00000027839/ENSRNOG00000008620/ENSRNOG00000013578/ENSRNOG00000008619/ENSRNOG00000007104/ENSRNOG00000002093/ENSRNOG00000062101/ENSRNOG00000053384/ENSRNOG00000005465/ENSRNOG00000017226/ENSRNOG00000004141/ENSRNOG00000013234/ENSRNOG00000020474/ENSRNOG00000000299/ENSRNOG00000008245/ENSRNOG00000003622/ENSRNOG00000015036/ENSRNOG00000017783/ENSRNOG00000015477/ENSRNOG00000011648/ENSRNOG00000015588/ENSRNOG00000057078/ENSRNOG00000019719	-1.636494443	0.001141245	0
GOBP	GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	145	ENSRNOG00000055917/ENSRNOG00000058422/ENSRNOG00000013014/ENSRNOG00000000569/ENSRNOG00000011205/ENSRNOG00000004726/ENSRNOG00000047035/ENSRNOG00000005854/ENSRNOG00000036711/ENSRNOG00000028015/ENSRNOG00000018289/ENSRNOG00000019614/ENSRNOG00000004763/ENSRNOG00000034025/ENSRNOG00000013634/ENSRNOG00000054954/ENSRNOG00000006589/ENSRNOG00000027808/ENSRNOG00000049517/ENSRNOG00000010522/ENSRNOG00000038883/ENSRNOG00000000655/ENSRNOG00000027811/ENSRNOG00000019742/ENSRNOG00000068887/ENSRNOG00000058388/ENSRNOG00000022540/ENSRNOG00000023628/ENSRNOG00000015382/ENSRNOG00000018233/ENSRNOG00000016326/ENSRNOG00000020716/ENSRNOG00000004409/ENSRNOG00000012576/ENSRNOG00000015668/ENSRNOG00000012074/ENSRNOG00000045829/ENSRNOG00000031443/ENSRNOG00000058186/ENSRNOG00000005906/ENSRNOG00000013578/ENSRNOG00000051986/ENSRNOG00000069579/ENSRNOG00000020482/ENSRNOG00000014532/ENSRNOG00000010278/ENSRNOG00000046683/ENSRNOG00000003622/ENSRNOG00000054251/ENSRNOG00000019675	-1.778856394	0.001149872	0
GOBP	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_OR_POLYSACCHARIDE_ANTIGEN_VIA_MHC_CLASS_II	26	ENSRNOG00000019708/ENSRNOG00000066773/ENSRNOG00000006963/ENSRNOG00000018566/ENSRNOG00000045829/ENSRNOG00000020206/ENSRNOG00000013578/ENSRNOG00000021157/ENSRNOG00000033215/ENSRNOG00000026762/ENSRNOG00000032708/ENSRNOG00000049491/ENSRNOG00000018735/ENSRNOG00000019675	-2.238007896	0.001153899	0
GOBP	GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	338	ENSRNOG00000004517/ENSRNOG00000060806/ENSRNOG00000019308/ENSRNOG00000023337/ENSRNOG00000047247/ENSRNOG00000014376/ENSRNOG00000047907/ENSRNOG00000045558/ENSRNOG00000014361/ENSRNOG00000053700/ENSRNOG00000010265/ENSRNOG00000019812/ENSRNOG00000016512/ENSRNOG00000046261/ENSRNOG00000005679/ENSRNOG00000039852/ENSRNOG00000021031/ENSRNOG00000014124/ENSRNOG00000025332/ENSRNOG00000011745/ENSRNOG00000046202/ENSRNOG00000011431/ENSRNOG00000000157/ENSRNOG00000017302/ENSRNOG00000016575/ENSRNOG00000013324/ENSRNOG00000046452/ENSRNOG00000013172/ENSRNOG00000003840/ENSRNOG00000020279/ENSRNOG00000008587/ENSRNOG00000013213/ENSRNOG00000013562/ENSRNOG00000038132/ENSRNOG00000020460/ENSRNOG00000016010/ENSRNOG00000017392/ENSRNOG00000027145/ENSRNOG00000007457/ENSRNOG00000058422/ENSRNOG00000028504/ENSRNOG00000007097/ENSRNOG00000028198/ENSRNOG00000054964/ENSRNOG00000045998/ENSRNOG00000046912/ENSRNOG00000036698/ENSRNOG00000003442/ENSRNOG00000019864/ENSRNOG00000003172/ENSRNOG00000007922/ENSRNOG00000054695/ENSRNOG00000000503/ENSRNOG00000004763/ENSRNOG00000016299/ENSRNOG00000025167/ENSRNOG00000007687/ENSRNOG00000008134/ENSRNOG00000054954/ENSRNOG00000018517/ENSRNOG00000006589/ENSRNOG00000003170/ENSRNOG00000049281/ENSRNOG00000002722/ENSRNOG00000037897/ENSRNOG00000049517/ENSRNOG00000000853/ENSRNOG00000017223/ENSRNOG00000046007/ENSRNOG00000013166/ENSRNOG00000038883/ENSRNOG00000000655/ENSRNOG00000003520/ENSRNOG00000008736/ENSRNOG00000004100/ENSRNOG00000006090/ENSRNOG00000017699/ENSRNOG00000036798/ENSRNOG00000061270/ENSRNOG00000023334/ENSRNOG00000068887/ENSRNOG00000001302/ENSRNOG00000027037/ENSRNOG00000048723/ENSRNOG00000058586/ENSRNOG00000013240/ENSRNOG00000058388/ENSRNOG00000022540/ENSRNOG00000016696/ENSRNOG00000010031/ENSRNOG00000010516/ENSRNOG00000031312/ENSRNOG00000009495/ENSRNOG00000016326/ENSRNOG00000002636/ENSRNOG00000012576/ENSRNOG00000032398/ENSRNOG00000020979/ENSRNOG00000049402/ENSRNOG00000018454/ENSRNOG00000020533/ENSRNOG00000063373/ENSRNOG00000049349/ENSRNOG00000045829/ENSRNOG00000061739/ENSRNOG00000015904/ENSRNOG00000031443/ENSRNOG00000006767/ENSRNOG00000016346/ENSRNOG00000018570/ENSRNOG00000017560/ENSRNOG00000008620/ENSRNOG00000030920/ENSRNOG00000009260/ENSRNOG00000013578/ENSRNOG00000018952/ENSRNOG00000002244/ENSRNOG00000060246/ENSRNOG00000033215/ENSRNOG00000047647/ENSRNOG00000003486/ENSRNOG00000021100/ENSRNOG00000046683/ENSRNOG00000003121/ENSRNOG00000048812/ENSRNOG00000008245/ENSRNOG00000012017/ENSRNOG00000043451/ENSRNOG00000012881/ENSRNOG00000003845/ENSRNOG00000040122	-1.59944302	0.001176649	0
GOBP	GOBP_OUTER_DYNEIN_ARM_ASSEMBLY	GOBP_OUTER_DYNEIN_ARM_ASSEMBLY	19	ENSRNOG00000054900/ENSRNOG00000018905/ENSRNOG00000021109/ENSRNOG00000021602/ENSRNOG00000048363/ENSRNOG00000013734/ENSRNOG00000017473/ENSRNOG00000015590/ENSRNOG00000024523	2.232878571	0.001177723	0
GOBP	GOBP_LYMPHOCYTE_COSTIMULATION	GOBP_LYMPHOCYTE_COSTIMULATION	41	ENSRNOG00000050430/ENSRNOG00000014294/ENSRNOG00000056836/ENSRNOG00000010665/ENSRNOG00000009705/ENSRNOG00000058422/ENSRNOG00000000097/ENSRNOG00000007664/ENSRNOG00000020872/ENSRNOG00000028629/ENSRNOG00000054954/ENSRNOG00000034290/ENSRNOG00000019374/ENSRNOG00000006901/ENSRNOG00000016378/ENSRNOG00000027811/ENSRNOG00000009884/ENSRNOG00000046196/ENSRNOG00000009495/ENSRNOG00000015668/ENSRNOG00000061739/ENSRNOG00000016069/ENSRNOG00000010283/ENSRNOG00000014464	-2.113384137	0.001193264	0
GOBP	GOBP_DNA_PACKAGING	GOBP_DNA_PACKAGING	172	ENSRNOG00000018815/ENSRNOG00000006048/ENSRNOG00000053047/ENSRNOG00000042460/ENSRNOG00000004921/ENSRNOG00000014750/ENSRNOG00000032183/ENSRNOG00000030572/ENSRNOG00000000277/ENSRNOG00000002708/ENSRNOG00000009116/ENSRNOG00000016454/ENSRNOG00000014450/ENSRNOG00000021392/ENSRNOG00000021143/ENSRNOG00000021680/ENSRNOG00000013533/ENSRNOG00000026649/ENSRNOG00000012051/ENSRNOG00000006067/ENSRNOG00000022325/ENSRNOG00000015813/ENSRNOG00000016029/ENSRNOG00000022372/ENSRNOG00000009266/ENSRNOG00000060340/ENSRNOG00000005564/ENSRNOG00000003086/ENSRNOG00000060355/ENSRNOG00000016835/ENSRNOG00000061152/ENSRNOG00000047692/ENSRNOG00000025030/ENSRNOG00000006559/ENSRNOG00000011853/ENSRNOG00000001453/ENSRNOG00000057458/ENSRNOG00000046505/ENSRNOG00000022911/ENSRNOG00000022778/ENSRNOG00000020102/ENSRNOG00000007044/ENSRNOG00000038572/ENSRNOG00000024194/ENSRNOG00000024114/ENSRNOG00000014319/ENSRNOG00000051592/ENSRNOG00000003329/ENSRNOG00000018149/ENSRNOG00000066304/ENSRNOG00000017195/ENSRNOG00000016316/ENSRNOG00000021493/ENSRNOG00000069905/ENSRNOG00000006355/ENSRNOG00000003890/ENSRNOG00000008870/ENSRNOG00000010274/ENSRNOG00000017674/ENSRNOG00000004004/ENSRNOG00000011523/ENSRNOG00000008932/ENSRNOG00000069271/ENSRNOG00000017613/ENSRNOG00000012850	1.774856815	0.001193264	0
GOBP	GOBP_DNA_REPAIR	GOBP_DNA_REPAIR	485	ENSRNOG00000009576/ENSRNOG00000013807/ENSRNOG00000043059/ENSRNOG00000014482/ENSRNOG00000058461/ENSRNOG00000042460/ENSRNOG00000016891/ENSRNOG00000015440/ENSRNOG00000023360/ENSRNOG00000024707/ENSRNOG00000000593/ENSRNOG00000005470/ENSRNOG00000067723/ENSRNOG00000008892/ENSRNOG00000059348/ENSRNOG00000019986/ENSRNOG00000030572/ENSRNOG00000020670/ENSRNOG00000014071/ENSRNOG00000004076/ENSRNOG00000014450/ENSRNOG00000004831/ENSRNOG00000017508/ENSRNOG00000026204/ENSRNOG00000048411/ENSRNOG00000011332/ENSRNOG00000020701/ENSRNOG00000013728/ENSRNOG00000006391/ENSRNOG00000000166/ENSRNOG00000029966/ENSRNOG00000026690/ENSRNOG00000018246/ENSRNOG00000009281/ENSRNOG00000057945/ENSRNOG00000012899/ENSRNOG00000007596/ENSRNOG00000037307/ENSRNOG00000025378/ENSRNOG00000015645/ENSRNOG00000014193/ENSRNOG00000019369/ENSRNOG00000008850/ENSRNOG00000022372/ENSRNOG00000006816/ENSRNOG00000066548/ENSRNOG00000060340/ENSRNOG00000018999/ENSRNOG00000016206/ENSRNOG00000019145/ENSRNOG00000015921/ENSRNOG00000012141/ENSRNOG00000005038/ENSRNOG00000032813/ENSRNOG00000000387/ENSRNOG00000047386/ENSRNOG00000004667/ENSRNOG00000016835/ENSRNOG00000061152/ENSRNOG00000040279/ENSRNOG00000003964/ENSRNOG00000002541/ENSRNOG00000009309/ENSRNOG00000005907/ENSRNOG00000019108/ENSRNOG00000049988/ENSRNOG00000016105/ENSRNOG00000006699/ENSRNOG00000021732/ENSRNOG00000018063/ENSRNOG00000018040/ENSRNOG00000003346/ENSRNOG00000019195/ENSRNOG00000009742/ENSRNOG00000006418/ENSRNOG00000007325/ENSRNOG00000011688/ENSRNOG00000027249/ENSRNOG00000004908/ENSRNOG00000059878/ENSRNOG00000053599/ENSRNOG00000013647/ENSRNOG00000021702/ENSRNOG00000059245/ENSRNOG00000014319/ENSRNOG00000051592/ENSRNOG00000006913/ENSRNOG00000011553/ENSRNOG00000003545/ENSRNOG00000018549/ENSRNOG00000016627/ENSRNOG00000016790/ENSRNOG00000018230/ENSRNOG00000007267/ENSRNOG00000007349/ENSRNOG00000020799/ENSRNOG00000056098/ENSRNOG00000069187/ENSRNOG00000015560/ENSRNOG00000004682/ENSRNOG00000008580/ENSRNOG00000020452/ENSRNOG00000025028/ENSRNOG00000056907/ENSRNOG00000015796/ENSRNOG00000017156/ENSRNOG00000065770/ENSRNOG00000059875/ENSRNOG00000019978/ENSRNOG00000027513/ENSRNOG00000002105/ENSRNOG00000003831/ENSRNOG00000016316/ENSRNOG00000069005/ENSRNOG00000008278/ENSRNOG00000033065/ENSRNOG00000037851/ENSRNOG00000021493/ENSRNOG00000001138/ENSRNOG00000032546/ENSRNOG00000028517/ENSRNOG00000011293/ENSRNOG00000024445/ENSRNOG00000010027/ENSRNOG00000012360/ENSRNOG00000049271/ENSRNOG00000001833/ENSRNOG00000003703/ENSRNOG00000009968/ENSRNOG00000014173/ENSRNOG00000003139/ENSRNOG00000019175/ENSRNOG00000016134/ENSRNOG00000058914/ENSRNOG00000038140/ENSRNOG00000061129/ENSRNOG00000026408/ENSRNOG00000005615/ENSRNOG00000037604/ENSRNOG00000021678/ENSRNOG00000023985/ENSRNOG00000021480/ENSRNOG00000006661/ENSRNOG00000052199/ENSRNOG00000021815/ENSRNOG00000013322/ENSRNOG00000030017/ENSRNOG00000018353/ENSRNOG00000014711/ENSRNOG00000010396/ENSRNOG00000011167/ENSRNOG00000006392/ENSRNOG00000030101/ENSRNOG00000028196/ENSRNOG00000005141/ENSRNOG00000059057/ENSRNOG00000016152/ENSRNOG00000002546/ENSRNOG00000017613/ENSRNOG00000016503/ENSRNOG00000009506/ENSRNOG00000051528/ENSRNOG00000051482/ENSRNOG00000024420/ENSRNOG00000014483/ENSRNOG00000003712/ENSRNOG00000004195/ENSRNOG00000050437/ENSRNOG00000010756/ENSRNOG00000018510/ENSRNOG00000070046/ENSRNOG00000018411/ENSRNOG00000037509/ENSRNOG00000011101/ENSRNOG00000036683/ENSRNOG00000064520/ENSRNOG00000007493/ENSRNOG00000054901/ENSRNOG00000012213/ENSRNOG00000002585/ENSRNOG00000009134/ENSRNOG00000015980/ENSRNOG00000014834/ENSRNOG00000061085	1.53127344	0.001193264	0
GOBP	GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	GOBP_REGULATION_OF_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	152	ENSRNOG00000014048/ENSRNOG00000062473/ENSRNOG00000018289/ENSRNOG00000005418/ENSRNOG00000016452/ENSRNOG00000011483/ENSRNOG00000013505/ENSRNOG00000028629/ENSRNOG00000022868/ENSRNOG00000006589/ENSRNOG00000036833/ENSRNOG00000012439/ENSRNOG00000018231/ENSRNOG00000017418/ENSRNOG00000005413/ENSRNOG00000015385/ENSRNOG00000020602/ENSRNOG00000058478/ENSRNOG00000052620/ENSRNOG00000016478/ENSRNOG00000008373/ENSRNOG00000010303/ENSRNOG00000017895/ENSRNOG00000019113/ENSRNOG00000022448/ENSRNOG00000003232/ENSRNOG00000029941/ENSRNOG00000036689/ENSRNOG00000005108/ENSRNOG00000015732/ENSRNOG00000010086/ENSRNOG00000009495/ENSRNOG00000016219/ENSRNOG00000047300/ENSRNOG00000009723/ENSRNOG00000008090/ENSRNOG00000012576/ENSRNOG00000063678/ENSRNOG00000001160/ENSRNOG00000055579/ENSRNOG00000004440/ENSRNOG00000018796/ENSRNOG00000016551/ENSRNOG00000013578/ENSRNOG00000020465/ENSRNOG00000048812/ENSRNOG00000027724/ENSRNOG00000018735/ENSRNOG00000039848/ENSRNOG00000015477/ENSRNOG00000015588/ENSRNOG00000017539/ENSRNOG00000019675	-1.780373986	0.001229419	0
GOBP	GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION	GOBP_EXTERNAL_ENCAPSULATING_STRUCTURE_ORGANIZATION	276	ENSRNOG00000016831/ENSRNOG00000003763/ENSRNOG00000059461/ENSRNOG00000009892/ENSRNOG00000013720/ENSRNOG00000014851/ENSRNOG00000028036/ENSRNOG00000017223/ENSRNOG00000008478/ENSRNOG00000008336/ENSRNOG00000017477/ENSRNOG00000016763/ENSRNOG00000005413/ENSRNOG00000054889/ENSRNOG00000001229/ENSRNOG00000012058/ENSRNOG00000020673/ENSRNOG00000005195/ENSRNOG00000002461/ENSRNOG00000013668/ENSRNOG00000020590/ENSRNOG00000015365/ENSRNOG00000000012/ENSRNOG00000014426/ENSRNOG00000061544/ENSRNOG00000019400/ENSRNOG00000006778/ENSRNOG00000000341/ENSRNOG00000014137/ENSRNOG00000018566/ENSRNOG00000018664/ENSRNOG00000056772/ENSRNOG00000016752/ENSRNOG00000010663/ENSRNOG00000056585/ENSRNOG00000009589/ENSRNOG00000008680/ENSRNOG00000012660/ENSRNOG00000004063/ENSRNOG00000031312/ENSRNOG00000008246/ENSRNOG00000009448/ENSRNOG00000018233/ENSRNOG00000001627/ENSRNOG00000025053/ENSRNOG00000001607/ENSRNOG00000018865/ENSRNOG00000014961/ENSRNOG00000018951/ENSRNOG00000047768/ENSRNOG00000000552/ENSRNOG00000019766/ENSRNOG00000021155/ENSRNOG00000049385/ENSRNOG00000050539/ENSRNOG00000020173/ENSRNOG00000008620/ENSRNOG00000040287/ENSRNOG00000002244/ENSRNOG00000000257/ENSRNOG00000021157/ENSRNOG00000045683/ENSRNOG00000038766/ENSRNOG00000010278/ENSRNOG00000070919/ENSRNOG00000033528/ENSRNOG00000014166/ENSRNOG00000015036/ENSRNOG00000014350/ENSRNOG00000003183/ENSRNOG00000017539/ENSRNOG00000003357/ENSRNOG00000005998	-1.629974094	0.00124381	0
GOBP	GOBP_FACULTATIVE_HETEROCHROMATIN_ASSEMBLY	GOBP_FACULTATIVE_HETEROCHROMATIN_ASSEMBLY	29	ENSRNOG00000014750/ENSRNOG00000000277/ENSRNOG00000002708/ENSRNOG00000021143/ENSRNOG00000021680/ENSRNOG00000026649/ENSRNOG00000022372/ENSRNOG00000061152/ENSRNOG00000047692/ENSRNOG00000011853/ENSRNOG00000046505/ENSRNOG00000022778/ENSRNOG00000020102/ENSRNOG00000051592	2.159240952	0.001262858	0
GOBP	GOBP_POSITIVE_REGULATION_OF_MAPK_CASCADE	GOBP_POSITIVE_REGULATION_OF_MAPK_CASCADE	423	ENSRNOG00000026293/ENSRNOG00000046883/ENSRNOG00000019532/ENSRNOG00000011431/ENSRNOG00000017191/ENSRNOG00000010358/ENSRNOG00000016592/ENSRNOG00000021261/ENSRNOG00000071010/ENSRNOG00000069361/ENSRNOG00000046452/ENSRNOG00000017208/ENSRNOG00000025094/ENSRNOG00000008587/ENSRNOG00000013213/ENSRNOG00000010665/ENSRNOG00000053232/ENSRNOG00000014751/ENSRNOG00000003992/ENSRNOG00000058039/ENSRNOG00000019908/ENSRNOG00000000420/ENSRNOG00000013887/ENSRNOG00000013737/ENSRNOG00000009131/ENSRNOG00000006756/ENSRNOG00000018839/ENSRNOG00000001480/ENSRNOG00000023428/ENSRNOG00000015654/ENSRNOG00000017392/ENSRNOG00000020005/ENSRNOG00000011205/ENSRNOG00000054764/ENSRNOG00000005854/ENSRNOG00000013036/ENSRNOG00000012482/ENSRNOG00000003442/ENSRNOG00000028548/ENSRNOG00000016611/ENSRNOG00000015480/ENSRNOG00000006238/ENSRNOG00000032063/ENSRNOG00000019614/ENSRNOG00000006967/ENSRNOG00000017927/ENSRNOG00000000528/ENSRNOG00000034025/ENSRNOG00000029738/ENSRNOG00000007687/ENSRNOG00000001892/ENSRNOG00000012999/ENSRNOG00000013634/ENSRNOG00000009299/ENSRNOG00000005781/ENSRNOG00000015603/ENSRNOG00000063590/ENSRNOG00000006589/ENSRNOG00000007002/ENSRNOG00000020657/ENSRNOG00000027808/ENSRNOG00000034290/ENSRNOG00000012791/ENSRNOG00000019374/ENSRNOG00000017418/ENSRNOG00000060087/ENSRNOG00000007477/ENSRNOG00000004649/ENSRNOG00000010522/ENSRNOG00000049882/ENSRNOG00000010695/ENSRNOG00000016818/ENSRNOG00000016763/ENSRNOG00000019264/ENSRNOG00000033508/ENSRNOG00000000655/ENSRNOG00000003520/ENSRNOG00000010176/ENSRNOG00000010635/ENSRNOG00000013090/ENSRNOG00000058478/ENSRNOG00000006237/ENSRNOG00000053449/ENSRNOG00000032247/ENSRNOG00000033570/ENSRNOG00000014828/ENSRNOG00000018461/ENSRNOG00000054172/ENSRNOG00000020679/ENSRNOG00000068887/ENSRNOG00000064204/ENSRNOG00000002227/ENSRNOG00000024390/ENSRNOG00000055226/ENSRNOG00000023521/ENSRNOG00000010906/ENSRNOG00000048782/ENSRNOG00000009683/ENSRNOG00000008567/ENSRNOG00000023628/ENSRNOG00000019822/ENSRNOG00000019575/ENSRNOG00000003988/ENSRNOG00000010977/ENSRNOG00000009495/ENSRNOG00000018233/ENSRNOG00000016326/ENSRNOG00000031162/ENSRNOG00000007081/ENSRNOG00000046799/ENSRNOG00000005639/ENSRNOG00000023778/ENSRNOG00000015668/ENSRNOG00000020016/ENSRNOG00000053550/ENSRNOG00000018454/ENSRNOG00000018958/ENSRNOG00000045829/ENSRNOG00000001195/ENSRNOG00000031443/ENSRNOG00000027839/ENSRNOG00000005906/ENSRNOG00000028598/ENSRNOG00000004332/ENSRNOG00000013578/ENSRNOG00000002244/ENSRNOG00000051986/ENSRNOG00000017914/ENSRNOG00000033215/ENSRNOG00000006818/ENSRNOG00000016119/ENSRNOG00000007054/ENSRNOG00000011054/ENSRNOG00000010278/ENSRNOG00000001092/ENSRNOG00000010626/ENSRNOG00000018414/ENSRNOG00000069521/ENSRNOG00000021256/ENSRNOG00000020505/ENSRNOG00000015036/ENSRNOG00000018735/ENSRNOG00000047545/ENSRNOG00000054251/ENSRNOG00000018780/ENSRNOG00000019675	-1.537762056	0.001279816	0
GOBP	GOBP_T_CELL_PROLIFERATION	GOBP_T_CELL_PROLIFERATION	166	ENSRNOG00000019075/ENSRNOG00000019614/ENSRNOG00000009982/ENSRNOG00000007664/ENSRNOG00000005917/ENSRNOG00000020380/ENSRNOG00000054954/ENSRNOG00000013265/ENSRNOG00000000853/ENSRNOG00000017418/ENSRNOG00000004649/ENSRNOG00000013166/ENSRNOG00000000655/ENSRNOG00000003520/ENSRNOG00000058478/ENSRNOG00000062573/ENSRNOG00000014333/ENSRNOG00000051015/ENSRNOG00000027811/ENSRNOG00000013340/ENSRNOG00000020884/ENSRNOG00000054172/ENSRNOG00000038877/ENSRNOG00000015894/ENSRNOG00000010906/ENSRNOG00000019430/ENSRNOG00000013963/ENSRNOG00000005352/ENSRNOG00000014956/ENSRNOG00000024931/ENSRNOG00000017469/ENSRNOG00000004409/ENSRNOG00000015668/ENSRNOG00000023109/ENSRNOG00000057347/ENSRNOG00000031443/ENSRNOG00000016069/ENSRNOG00000016451/ENSRNOG00000020465/ENSRNOG00000033215/ENSRNOG00000047647/ENSRNOG00000010283/ENSRNOG00000010278/ENSRNOG00000036829/ENSRNOG00000014464/ENSRNOG00000049491/ENSRNOG00000015310/ENSRNOG00000007350/ENSRNOG00000016957/ENSRNOG00000019675	-1.779402782	0.00131693	0
GOBP	GOBP_REACTIVE_NITROGEN_SPECIES_METABOLIC_PROCESS	GOBP_REACTIVE_NITROGEN_SPECIES_METABOLIC_PROCESS	68	ENSRNOG00000045558/ENSRNOG00000014361/ENSRNOG00000050006/ENSRNOG00000010549/ENSRNOG00000046261/ENSRNOG00000011142/ENSRNOG00000007949/ENSRNOG00000056836/ENSRNOG00000009131/ENSRNOG00000027145/ENSRNOG00000001068/ENSRNOG00000017821/ENSRNOG00000004763/ENSRNOG00000016299/ENSRNOG00000028629/ENSRNOG00000001442/ENSRNOG00000000853/ENSRNOG00000004649/ENSRNOG00000013704/ENSRNOG00000010522/ENSRNOG00000015455/ENSRNOG00000037850/ENSRNOG00000011513/ENSRNOG00000009592/ENSRNOG00000047098/ENSRNOG00000023628/ENSRNOG00000012576/ENSRNOG00000061739/ENSRNOG00000027839/ENSRNOG00000008620/ENSRNOG00000040287/ENSRNOG00000005906/ENSRNOG00000067705/ENSRNOG00000008245/ENSRNOG00000012772/ENSRNOG00000054251	-2.01306348	0.001357671	0
GOBP	GOBP_REGULATION_OF_OSSIFICATION	GOBP_REGULATION_OF_OSSIFICATION	100	ENSRNOG00000013166/ENSRNOG00000009173/ENSRNOG00000021166/ENSRNOG00000000394/ENSRNOG00000013717/ENSRNOG00000015522/ENSRNOG00000000700/ENSRNOG00000013240/ENSRNOG00000039560/ENSRNOG00000027839/ENSRNOG00000020714/ENSRNOG00000017560/ENSRNOG00000008620/ENSRNOG00000029980/ENSRNOG00000001452/ENSRNOG00000015675/ENSRNOG00000053384/ENSRNOG00000004210/ENSRNOG00000001092/ENSRNOG00000063517/ENSRNOG00000017783/ENSRNOG00000005695/ENSRNOG00000014350/ENSRNOG00000050500/ENSRNOG00000068029	-1.860605279	0.00137668	0
GOBP	GOBP_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY	GOBP_REGULATION_OF_APOPTOTIC_SIGNALING_PATHWAY	328	ENSRNOG00000013703/ENSRNOG00000046036/ENSRNOG00000011073/ENSRNOG00000010645/ENSRNOG00000028015/ENSRNOG00000014048/ENSRNOG00000062473/ENSRNOG00000046086/ENSRNOG00000018289/ENSRNOG00000005418/ENSRNOG00000006238/ENSRNOG00000032063/ENSRNOG00000016452/ENSRNOG00000011483/ENSRNOG00000014117/ENSRNOG00000005933/ENSRNOG00000013505/ENSRNOG00000060912/ENSRNOG00000017359/ENSRNOG00000028629/ENSRNOG00000022868/ENSRNOG00000006589/ENSRNOG00000036833/ENSRNOG00000012439/ENSRNOG00000018231/ENSRNOG00000049517/ENSRNOG00000017418/ENSRNOG00000004649/ENSRNOG00000013166/ENSRNOG00000019264/ENSRNOG00000005413/ENSRNOG00000000655/ENSRNOG00000015385/ENSRNOG00000020602/ENSRNOG00000003520/ENSRNOG00000058478/ENSRNOG00000005276/ENSRNOG00000003745/ENSRNOG00000067968/ENSRNOG00000018708/ENSRNOG00000052620/ENSRNOG00000016478/ENSRNOG00000011282/ENSRNOG00000008373/ENSRNOG00000010303/ENSRNOG00000054172/ENSRNOG00000020679/ENSRNOG00000017895/ENSRNOG00000001302/ENSRNOG00000019113/ENSRNOG00000013766/ENSRNOG00000022448/ENSRNOG00000055226/ENSRNOG00000003232/ENSRNOG00000013961/ENSRNOG00000004303/ENSRNOG00000016496/ENSRNOG00000029941/ENSRNOG00000036689/ENSRNOG00000005108/ENSRNOG00000015732/ENSRNOG00000010086/ENSRNOG00000009495/ENSRNOG00000060237/ENSRNOG00000016326/ENSRNOG00000016219/ENSRNOG00000047300/ENSRNOG00000039980/ENSRNOG00000005639/ENSRNOG00000009723/ENSRNOG00000008090/ENSRNOG00000012576/ENSRNOG00000063678/ENSRNOG00000001160/ENSRNOG00000055579/ENSRNOG00000010917/ENSRNOG00000004440/ENSRNOG00000045829/ENSRNOG00000018796/ENSRNOG00000016551/ENSRNOG00000016346/ENSRNOG00000013578/ENSRNOG00000001452/ENSRNOG00000020465/ENSRNOG00000020482/ENSRNOG00000019203/ENSRNOG00000048812/ENSRNOG00000027724/ENSRNOG00000017783/ENSRNOG00000018735/ENSRNOG00000039848/ENSRNOG00000015477/ENSRNOG00000014064/ENSRNOG00000015588/ENSRNOG00000017539/ENSRNOG00000019675	-1.572714076	0.001388618	0
